census_tract,year,scenario,group,resp,rend,income_per_capita,income_class
354140605000157,2000,original,5a10sm,19,17995,947.1052631578947,from 5 to 10 mw
354140605000157,2000,original,10a15s,3,0,0,from 0 to 0.5 mw
354140605000106,2000,original,meioa1,26,3789,145.73076923076923,from 0.5 to 1 mw
354140605000106,2000,original,1a2sm,64,16556,258.6875,from 1 to 2 mw
354140605000106,2000,original,2a3sm,66,25581,387.59090909090907,from 2 to 3 mw
354140605000106,2000,original,3a5sm,94,55097,586.1382978723404,from 3 to 5 mw
354140605000106,2000,original,5a10sm,95,103977,1094.4947368421053,from 5 to 10 mw
354140605000106,2000,original,10a15s,6,12000,2000,from 10 to 15 mw
354140605000106,2000,original,15a20s,5,0,0,from 0 to 0.5 mw
354140605000106,2000,original,aci20s,1,0,0,from 0 to 0.5 mw
354140605000102,2000,original,meiosm,1,0,0,from 0 to 0.5 mw
354140605000102,2000,original,meioa1,17,2494,146.7058823529412,from 0.5 to 1 mw
354140605000102,2000,original,1a2sm,52,12817,246.48076923076923,from 1 to 2 mw
354140605000102,2000,original,2a3sm,35,12858,367.37142857142857,from 2 to 3 mw
354140605000102,2000,original,3a5sm,45,26703,593.4,from 3 to 5 mw
354140605000102,2000,original,5a10sm,28,30752,1098.2857142857142,from 5 to 10 mw
354140605000102,2000,original,10a15s,6,11333,1888.8333333333333,from 10 to 15 mw
354140605000102,2000,original,15a20s,1,0,0,from 0 to 0.5 mw
354140605000102,2000,original,aci20s,1,0,0,from 0 to 0.5 mw
354140605000100,2000,original,meiosm,1,0,0,from 0 to 0.5 mw
354140605000100,2000,original,meioa1,27,3869,143.2962962962963,from 0.5 to 1 mw
354140605000100,2000,original,1a2sm,39,10147,260.1794871794872,from 1 to 2 mw
354140605000100,2000,original,2a3sm,50,19684,393.68,from 2 to 3 mw
354140605000100,2000,original,3a5sm,79,45868,580.6075949367089,from 3 to 5 mw
354140605000100,2000,original,5a10sm,61,64380,1055.4098360655737,from 5 to 10 mw
354140605000100,2000,original,10a15s,19,36197,1905.1052631578948,from 10 to 15 mw
354140605000100,2000,original,15a20s,10,27180,2718,from 10 to 20 mw
354140605000100,2000,original,aci20s,6,0,0,from 0 to 0.5 mw
354140605000101,2000,original,meioa1,29,4231,145.89655172413794,from 0.5 to 1 mw
354140605000101,2000,original,1a2sm,40,10078,251.95,from 1 to 2 mw
354140605000101,2000,original,2a3sm,55,21386,388.8363636363636,from 2 to 3 mw
354140605000101,2000,original,3a5sm,72,41752,579.8888888888889,from 3 to 5 mw
354140605000101,2000,original,5a10sm,64,68895,1076.484375,from 5 to 10 mw
354140605000101,2000,original,10a15s,23,44527,1935.9565217391305,from 10 to 15 mw
354140605000101,2000,original,15a20s,11,29300,2663.6363636363635,from 10 to 20 mw
354140605000101,2000,original,aci20s,11,45179,4107.181818181818,above 20 mw
354140605000099,2000,original,meiosm,1,0,0,from 0 to 0.5 mw
354140605000099,2000,original,meioa1,30,4356,145.2,from 0.5 to 1 mw
354140605000099,2000,original,1a2sm,47,12034,256.0425531914894,from 1 to 2 mw
354140605000099,2000,original,2a3sm,49,19138,390.57142857142856,from 2 to 3 mw
354140605000099,2000,original,3a5sm,62,36229,584.3387096774194,from 3 to 5 mw
354140605000099,2000,original,5a10sm,37,38424,1038.4864864864865,from 5 to 10 mw
354140605000099,2000,original,10a15s,9,17150,1905.5555555555557,from 10 to 15 mw
354140605000099,2000,original,15a20s,5,14200,2840,from 10 to 20 mw
354140605000099,2000,original,aci20s,1,0,0,from 0 to 0.5 mw
354140605000098,2000,original,meiosm,2,0,0,from 0 to 0.5 mw
354140605000098,2000,original,meioa1,44,6534,148.5,from 0.5 to 1 mw
354140605000098,2000,original,1a2sm,58,14800,255.17241379310346,from 1 to 2 mw
354140605000098,2000,original,2a3sm,59,23297,394.864406779661,from 2 to 3 mw
354140605000098,2000,original,3a5sm,42,24248,577.3333333333334,from 3 to 5 mw
354140605000098,2000,original,5a10sm,14,13160,940,from 5 to 10 mw
354140605000098,2000,original,10a15s,2,0,0,from 0 to 0.5 mw
354140605000098,2000,original,15a20s,1,0,0,from 0 to 0.5 mw
354140605000117,2000,original,meiosm,1,0,0,from 0 to 0.5 mw
354140605000117,2000,original,meioa1,18,2681,148.94444444444446,from 0.5 to 1 mw
354140605000117,2000,original,1a2sm,40,10042,251.05,from 1 to 2 mw
354140605000117,2000,original,2a3sm,39,15144,388.3076923076923,from 2 to 3 mw
354140605000117,2000,original,3a5sm,72,41618,578.0277777777778,from 3 to 5 mw
354140605000117,2000,original,5a10sm,49,49796,1016.2448979591836,from 5 to 10 mw
354140605000117,2000,original,10a15s,8,15200,1900,from 10 to 15 mw
354140605000117,2000,original,15a20s,5,0,0,from 0 to 0.5 mw
354140605000117,2000,original,aci20s,7,32292,4613.142857142857,above 20 mw
354140605000116,2000,original,meioa1,19,2817,148.26315789473685,from 0.5 to 1 mw
354140605000116,2000,original,1a2sm,32,8753,273.53125,from 1 to 2 mw
354140605000116,2000,original,2a3sm,54,20689,383.1296296296296,from 2 to 3 mw
354140605000116,2000,original,3a5sm,75,44327,591.0266666666666,from 3 to 5 mw
354140605000116,2000,original,5a10sm,68,73757,1084.6617647058824,from 5 to 10 mw
354140605000116,2000,original,10a15s,16,29424,1839,from 10 to 15 mw
354140605000116,2000,original,15a20s,5,0,0,from 0 to 0.5 mw
354140605000116,2000,original,aci20s,2,0,0,from 0 to 0.5 mw
354140605000118,2000,original,meiosm,2,0,0,from 0 to 0.5 mw
354140605000118,2000,original,meioa1,46,6648,144.52173913043478,from 0.5 to 1 mw
354140605000118,2000,original,1a2sm,59,15384,260.7457627118644,from 1 to 2 mw
354140605000118,2000,original,2a3sm,68,25304,372.11764705882354,from 2 to 3 mw
354140605000118,2000,original,3a5sm,43,24281,564.6744186046511,from 3 to 5 mw
354140605000118,2000,original,5a10sm,38,38150,1003.9473684210526,from 5 to 10 mw
354140605000118,2000,original,10a15s,11,21629,1966.2727272727273,from 10 to 15 mw
354140605000118,2000,original,15a20s,1,0,0,from 0 to 0.5 mw
