census_tract,year,scenario,group,resp,rend,income_per_capita,income_class
350600305000071,2000,original,5a10sm,47,49720,1057.872340425532,from 5 to 10 mw
350600305000071,2000,original,10a15s,8,0,0,from 0 to 0.5 mw
350600305000071,2000,original,15a20s,1,0,0,from 0 to 0.5 mw
350600305000032,2000,original,meioa1,19,2816,148.21052631578948,from 0.5 to 1 mw
350600305000032,2000,original,1a2sm,20,4771,238.55,from 1 to 2 mw
350600305000032,2000,original,2a3sm,24,9226,384.4166666666667,from 2 to 3 mw
350600305000032,2000,original,3a5sm,30,17480,582.6666666666666,from 3 to 5 mw
350600305000032,2000,original,5a10sm,37,36310,981.3513513513514,from 5 to 10 mw
350600305000032,2000,original,10a15s,12,0,0,from 0 to 0.5 mw
350600305000032,2000,original,15a20s,2,0,0,from 0 to 0.5 mw
350600305000032,2000,original,aci20s,5,25272,5054.4,above 20 mw
350600305000156,2000,original,2a3sm,1,0,0,from 0 to 0.5 mw
350600305000156,2000,original,3a5sm,3,0,0,from 0 to 0.5 mw
350600305000156,2000,original,5a10sm,13,15100,1161.5384615384614,from 5 to 10 mw
350600305000156,2000,original,10a15s,20,39900,1995,from 10 to 15 mw
350600305000156,2000,original,15a20s,30,82380,2746,from 10 to 20 mw
350600305000156,2000,original,aci20s,154,1273326,8268.35064935065,above 20 mw
350600305000109,2000,original,meioa1,13,0,0,from 0 to 0.5 mw
350600305000109,2000,original,1a2sm,29,7884,271.86206896551727,from 1 to 2 mw
350600305000109,2000,original,2a3sm,27,10495,388.7037037037037,from 2 to 3 mw
350600305000109,2000,original,3a5sm,32,18231,569.71875,from 3 to 5 mw
350600305000109,2000,original,5a10sm,30,29814,993.8,from 5 to 10 mw
350600305000109,2000,original,10a15s,4,7200,1800,from 10 to 15 mw
350600305000109,2000,original,15a20s,1,0,0,from 0 to 0.5 mw
350600305000108,2000,original,meioa1,2,0,0,from 0 to 0.5 mw
350600305000108,2000,original,1a2sm,1,0,0,from 0 to 0.5 mw
350600305000108,2000,original,3a5sm,8,5247,655.875,from 3 to 5 mw
350600305000108,2000,original,5a10sm,30,36780,1226,from 5 to 10 mw
350600305000108,2000,original,10a15s,10,20036,2003.6,from 10 to 15 mw
350600305000108,2000,original,15a20s,12,33360,2780,from 10 to 20 mw
350600305000108,2000,original,aci20s,14,83100,5935.714285714285,above 20 mw
350600305000034,2000,original,meioa1,38,5737,150.97368421052633,from 0.5 to 1 mw
